"focalid","role","dyadid","outcome","focalcode","partcode","obs"
347,2,3473,2.83333333333333,1,0,34732
349,1,3491,1.66666666666667,0,1,34911
349,2,3491,1,1,0,34912
349,1,3492,2.16666666666667,0,1,34921
349,2,3492,2.16666666666667,1,0,34922
349,1,3493,1,0,1,34931
349,2,3493,1.33333333333333,1,0,34932
350,1,3501,1,0,1,35011
350,2,3501,1,1,0,35012
350,1,3502,1,0,1,35021
350,2,3502,1,1,0,35022
350,1,3503,2,0,1,35031
350,2,3503,1,1,0,35032
353,1,3531,2.83333333333333,0,1,35311
353,2,3531,1.66666666666667,1,0,35312
353,1,3532,1.5,0,1,35321
353,2,3532,1.83333333333333,1,0,35322
353,1,3533,3.66666666666667,0,1,35331
353,2,3533,1.83333333333333,1,0,35332
354,1,3541,2.66666666666667,0,1,35411
354,2,3541,2.16666666666667,1,0,35412
354,1,3542,2.33333333333333,0,1,35421
354,2,3542,1.33333333333333,1,0,35422
354,1,3543,2.33333333333333,0,1,35431
354,2,3543,1.66666666666667,1,0,35432
355,1,3551,1.5,0,1,35511
355,2,3551,1.5,1,0,35512
355,1,3552,2.33333333333333,0,1,35521
355,2,3552,1.16666666666667,1,0,35522
355,1,3553,1.16666666666667,0,1,35531
355,2,3553,1.16666666666667,1,0,35532
356,1,3561,4,0,1,35611
356,2,3561,3.16666666666667,1,0,35612
356,1,3562,3.33333333333333,0,1,35621
356,2,3562,1.83333333333333,1,0,35622
356,1,3563,1,0,1,35631
356,2,3563,2,1,0,35632
362,1,3621,1,0,1,36211
362,2,3621,1.33333333333333,1,0,36212
362,1,3622,1.33333333333333,0,1,36221
362,2,3622,1.16666666666667,1,0,36222
362,1,3623,1.83333333333333,0,1,36231
362,2,3623,1,1,0,36232
363,1,3631,2.16666666666667,0,1,36311
363,2,3631,2.66666666666667,1,0,36312
363,1,3632,2.16666666666667,0,1,36321
363,2,3632,2,1,0,36322
363,1,3633,1.33333333333333,0,1,36331
363,2,3633,1,1,0,36332
364,1,3641,1,0,1,36411
364,2,3641,1.16666666666667,1,0,36412
364,1,3642,1.33333333333333,0,1,36421
364,2,3642,2.83333333333333,1,0,36422
364,1,3643,1.66666666666667,0,1,36431
364,2,3643,1.16666666666667,1,0,36432
366,1,3661,1.16666666666667,0,1,36611
366,2,3661,2.33333333333333,1,0,36612
366,1,3662,2.16666666666667,0,1,36621
366,2,3662,1.5,1,0,36622
366,1,3663,3.16666666666667,0,1,36631
366,2,3663,2,1,0,36632
367,1,3671,1,0,1,36711
367,2,3671,1.5,1,0,36712
367,1,3672,1.33333333333333,0,1,36721
367,2,3672,1,1,0,36722
367,1,3673,1.83333333333333,0,1,36731
367,2,3673,1,1,0,36732
368,1,3681,1.16666666666667,0,1,36811
368,2,3681,2.5,1,0,36812
368,1,3682,1.33333333333333,0,1,36821
368,2,3682,1.15866084425036,1,0,36822
368,1,3683,1.33333333333333,0,1,36831
368,2,3683,1.83333333333333,1,0,36832
370,1,3701,1.66666666666667,0,1,37011
370,2,3701,2,1,0,37012
370,1,3702,2.83333333333333,0,1,37021
370,2,3702,1.33333333333333,1,0,37022
370,1,3703,2.33333333333333,0,1,37031
370,2,3703,1.5,1,0,37032
373,1,3731,1.33333333333333,0,1,37311
373,2,3731,1.16666666666667,1,0,37312
373,1,3732,1.16666666666667,0,1,37321
373,2,3732,1,1,0,37322
373,1,3733,2.66666666666667,0,1,37331
373,2,3733,1.5,1,0,37332
375,1,3751,1,0,1,37511
375,2,3751,2,1,0,37512
375,1,3752,2,0,1,37521
375,2,3752,1,1,0,37522
375,1,3753,1.16666666666667,0,1,37531
375,2,3753,1.66666666666667,1,0,37532
378,1,3781,3.16666666666667,0,1,37811
378,2,3781,2.66666666666667,1,0,37812
378,1,3782,2.5,0,1,37821
378,2,3782,1.33333333333333,1,0,37822
378,1,3783,1,0,1,37831
378,2,3783,1,1,0,37832
382,1,3821,1,0,1,38211
382,2,3821,1.16666666666667,1,0,38212
382,1,3822,1,0,1,38221
382,2,3822,1.07971014492754,1,0,38222
382,1,3823,2,0,1,38231
382,2,3823,1.16666666666667,1,0,38232
383,1,3831,2.5,0,1,38311
383,2,3831,1,1,0,38312
383,1,3832,1,0,1,38321
383,2,3832,1.5,1,0,38322
383,1,3833,1.66666666666667,0,1,38331
383,2,3833,2.83333333333333,1,0,38332
384,1,3841,4.5,0,1,38411
384,2,3841,1.33333333333333,1,0,38412
384,1,3842,1,0,1,38421
384,2,3842,1.16666666666667,1,0,38422
384,1,3843,1.16666666666667,0,1,38431
384,2,3843,1.66666666666667,1,0,38432
385,1,3851,2.5,0,1,38511
385,2,3851,1.5,1,0,38512
385,1,3852,1,0,1,38521
385,2,3852,1,1,0,38522
385,1,3853,2.66666666666667,0,1,38531
385,2,3853,2.83333333333333,1,0,38532
397,1,3971,1.66666666666667,0,1,39711
397,2,3971,2,1,0,39712
397,1,3972,1.16666666666667,0,1,39721
397,2,3972,1,1,0,39722
397,1,3973,1.66666666666667,0,1,39731
397,2,3973,1.66666666666667,1,0,39732
399,1,3991,1.66666666666667,0,1,39911
399,2,3991,1.16666666666667,1,0,39912
399,1,3992,1.5,0,1,39921
399,2,3992,1.16666666666667,1,0,39922
399,1,3993,1.16666666666667,0,1,39931
399,2,3993,1.66666666666667,1,0,39932
401,1,4011,2.16666666666667,0,1,40111
401,2,4011,1.45833333333333,1,0,40112
401,1,4012,3,0,1,40121
401,2,4012,2.56550218340611,1,0,40122
401,1,4013,3,0,1,40131
401,2,4013,1.5,1,0,40132
403,1,4031,1.83333333333333,0,1,40311
403,2,4031,4,1,0,40312
403,1,4032,2.16666666666667,0,1,40321
403,2,4032,1,1,0,40322
403,1,4033,1.16666666666667,0,1,40331
403,2,4033,1.5,1,0,40332
404,1,4041,1.66666666666667,0,1,40411
404,2,4041,2.33333333333333,1,0,40412
404,1,4042,1.66666666666667,0,1,40421
404,2,4042,1.16666666666667,1,0,40422
404,1,4043,1,0,1,40431
404,2,4043,1,1,0,40432
405,1,4051,2.33333333333333,0,1,40511
405,2,4051,2,1,0,40512
405,1,4052,1.83333333333333,0,1,40521
405,2,4052,1.66666666666667,1,0,40522
405,1,4053,1.33333333333333,0,1,40531
405,2,4053,2.33333333333333,1,0,40532
407,1,4071,3.66666666666667,0,1,40711
407,2,4071,2.16666666666667,1,0,40712
407,1,4072,2.16666666666667,0,1,40721
407,2,4072,1,1,0,40722
407,1,4073,2.66666666666667,0,1,40731
407,2,4073,1,1,0,40732
408,1,4081,1.16666666666667,0,1,40811
408,2,4081,1.5,1,0,40812
408,1,4082,1.33333333333333,0,1,40821
408,2,4082,1.66666666666667,1,0,40822
408,1,4083,1.33333333333333,0,1,40831
408,2,4083,1,1,0,40832
409,1,4091,1.5,0,1,40911
409,2,4091,1.16666666666667,1,0,40912
409,1,4092,3,0,1,40921
409,2,4092,1.5,1,0,40922
409,1,4093,2.5,0,1,40931
409,2,4093,1.5,1,0,40932
413,1,4131,1.33333333333333,0,1,41311
413,2,4131,1.66666666666667,1,0,41312
413,1,4132,1.33333333333333,0,1,41321
413,2,4132,1.33333333333333,1,0,41322
413,1,4133,1.83333333333333,0,1,41331
413,2,4133,2.16666666666667,1,0,41332
414,1,4141,2,0,1,41411
414,2,4141,1.33333333333333,1,0,41412
414,1,4142,2.33333333333333,0,1,41421
414,2,4142,1.83333333333333,1,0,41422
414,1,4143,2.66666666666667,0,1,41431
414,2,4143,2,1,0,41432
419,1,4191,1.83333333333333,0,1,41911
419,2,4191,1.16666666666667,1,0,41912
419,1,4192,1.5,0,1,41921
419,2,4192,1,1,0,41922
419,1,4193,2,0,1,41931
419,2,4193,1.66666666666667,1,0,41932
420,1,4201,1,0,1,42011
420,2,4201,3.16666666666667,1,0,42012
420,1,4202,1,0,1,42021
420,2,4202,1.33333333333333,1,0,42022
420,1,4203,1.33333333333333,0,1,42031
420,2,4203,1,1,0,42032
421,1,4211,1.16666666666667,0,1,42111
421,2,4211,1,1,0,42112
421,1,4212,1.16666666666667,0,1,42121
421,2,4212,1,1,0,42122
421,1,4213,2.33333333333333,0,1,42131
421,2,4213,1.66666666666667,1,0,42132
423,1,4231,1,0,1,42311
423,2,4231,1,1,0,42312
423,1,4232,1,0,1,42321
423,2,4232,1.16666666666667,1,0,42322
423,1,4233,1.83333333333333,0,1,42331
423,2,4233,1,1,0,42332
424,1,4241,1.33333333333333,0,1,42411
424,2,4241,1.5,1,0,42412
424,1,4242,1.16666666666667,0,1,42421
424,2,4242,1,1,0,42422
424,1,4243,1.83333333333333,0,1,42431
424,2,4243,1,1,0,42432
426,1,4261,1.16666666666667,0,1,42611
426,2,4261,1,1,0,42612
426,1,4262,1,0,1,42621
426,2,4262,1,1,0,42622
426,1,4263,1.83333333333333,0,1,42631
426,2,4263,2,1,0,42632
427,1,4271,3.66666666666667,0,1,42711
427,2,4271,3.125,1,0,42712
427,1,4272,1.66666666666667,0,1,42721
427,2,4272,2,1,0,42722
427,1,4273,1,0,1,42731
427,2,4273,4.5,1,0,42732
428,1,4281,1.33333333333333,0,1,42811
428,2,4281,2.33333333333333,1,0,42812
428,1,4282,2,0,1,42821
428,2,4282,1,1,0,42822
428,1,4283,2.83333333333333,0,1,42831
428,2,4283,1,1,0,42832
429,1,4291,1,0,1,42911
429,2,4291,2.16666666666667,1,0,42912
429,1,4292,1,0,1,42921
429,2,4292,1,1,0,42922
429,1,4293,1.16666666666667,0,1,42931
429,2,4293,1,1,0,42932
432,1,4321,2.33333333333333,0,1,43211
432,2,4321,2.5,1,0,43212
432,1,4322,2.33333333333333,0,1,43221
432,2,4322,1,1,0,43222
432,1,4323,1.83333333333333,0,1,43231
432,2,4323,3,1,0,43232
433,1,4331,1.16666666666667,0,1,43311
433,2,4331,2,1,0,43312
433,1,4332,4.33333333333333,0,1,43321
433,2,4332,1.66666666666667,1,0,43322
433,1,4333,1,0,1,43331
433,2,4333,1,1,0,43332
435,1,4351,1.16666666666667,0,1,43511
435,2,4351,1,1,0,43512
435,1,4352,3.5,0,1,43521
435,2,4352,4,1,0,43522
435,1,4353,1.33333333333333,0,1,43531
435,2,4353,1.16666666666667,1,0,43532
436,1,4361,1,0,1,43611
436,2,4361,1.16666666666667,1,0,43612
436,1,4362,1,0,1,43621
436,2,4362,1.33333333333333,1,0,43622
436,1,4363,1,0,1,43631
436,2,4363,1.83333333333333,1,0,43632
437,1,4371,3.33333333333333,0,1,43711
437,2,4371,4.5,1,0,43712
437,1,4372,2,0,1,43721
437,2,4372,1.83333333333333,1,0,43722
437,1,4373,3.83333333333333,0,1,43731
437,2,4373,3.33333333333333,1,0,43732
439,1,4391,1,0,1,43911
439,2,4391,1.33333333333333,1,0,43912
439,1,4392,1.33333333333333,0,1,43921
439,2,4392,1.66666666666667,1,0,43922
439,1,4393,1,0,1,43931
439,2,4393,2.33333333333333,1,0,43932
441,1,4411,1,0,1,44111
441,2,4411,1,1,0,44112
441,1,4412,2,0,1,44121
441,2,4412,1.83333333333333,1,0,44122
441,1,4413,2,0,1,44131
441,2,4413,1,1,0,44132
445,1,4451,1.5,0,1,44511
445,2,4451,1,1,0,44512
445,1,4452,1.33333333333333,0,1,44521
445,2,4452,1,1,0,44522
445,1,4453,2,0,1,44531
445,2,4453,1.5,1,0,44532
446,1,4461,1.66666666666667,0,1,44611
446,2,4461,1.5,1,0,44612
446,1,4462,1.66666666666667,0,1,44621
446,2,4462,1.33333333333333,1,0,44622
446,1,4463,2.16666666666667,0,1,44631
446,2,4463,2.66666666666667,1,0,44632
447,1,4471,1.5,0,1,44711
447,2,4471,1,1,0,44712
447,1,4472,1.33333333333333,0,1,44721
447,2,4472,1,1,0,44722
447,1,4473,1.33333333333333,0,1,44731
447,2,4473,1.83333333333333,1,0,44732
448,1,4481,2.16666666666667,0,1,44811
448,2,4481,4.66666666666667,1,0,44812
448,1,4482,1.5,0,1,44821
448,2,4482,1,1,0,44822
448,1,4483,1.5,0,1,44831
448,2,4483,1,1,0,44832
453,1,4531,1,0,1,45311
453,2,4531,1,1,0,45312
453,1,4532,1.5,0,1,45321
453,2,4532,1.5,1,0,45322
453,1,4533,1.5,0,1,45331
453,2,4533,2.16666666666667,1,0,45332
454,1,4541,1,0,1,45411
454,2,4541,1,1,0,45412
454,1,4542,1,0,1,45421
454,2,4542,1,1,0,45422
454,1,4543,1,0,1,45431
454,2,4543,1.5,1,0,45432
456,1,4561,1.33333333333333,0,1,45611
456,2,4561,2.33333333333333,1,0,45612
456,1,4562,1,0,1,45621
456,2,4562,1.16666666666667,1,0,45622
456,1,4563,1.5,0,1,45631
456,2,4563,1,1,0,45632
457,1,4571,1.5,0,1,45711
457,2,4571,1.33333333333333,1,0,45712
457,1,4572,2.16666666666667,0,1,45721
457,2,4572,1.5,1,0,45722
457,1,4573,2.16666666666667,0,1,45731
457,2,4573,1.16666666666667,1,0,45732
458,1,4581,2,0,1,45811
458,2,4581,1.5,1,0,45812
458,1,4582,3.16666666666667,0,1,45821
458,2,4582,1.66666666666667,1,0,45822
458,1,4583,1.66666666666667,0,1,45831
458,2,4583,1.66666666666667,1,0,45832
460,1,4601,3.16666666666667,0,1,46011
460,2,4601,1.83333333333333,1,0,46012
460,1,4602,2.16666666666667,0,1,46021
460,2,4602,1,1,0,46022
460,1,4603,3.16666666666667,0,1,46031
460,2,4603,1,1,0,46032
461,1,4611,1.66666666666667,0,1,46111
461,2,4611,1,1,0,46112
461,1,4612,1,0,1,46121
461,2,4612,1,1,0,46122
461,1,4613,1,0,1,46131
461,2,4613,1,1,0,46132
463,1,4631,1.33333333333333,0,1,46311
463,2,4631,3.33333333333333,1,0,46312
463,1,4632,1.16666666666667,0,1,46321
463,2,4632,1,1,0,46322
463,1,4633,1,0,1,46331
463,2,4633,1,1,0,46332
464,1,4641,1,0,1,46411
464,2,4641,1,1,0,46412
464,1,4642,1,0,1,46421
464,2,4642,1,1,0,46422
464,1,4643,1,0,1,46431
464,2,4643,1,1,0,46432
467,1,4671,3.83333333333333,0,1,46711
467,2,4671,3.33333333333333,1,0,46712
467,1,4672,2.16666666666667,0,1,46721
467,2,4672,1.66666666666667,1,0,46722
467,1,4673,1.33333333333333,0,1,46731
467,2,4673,1.16666666666667,1,0,46732
468,1,4681,1.16666666666667,0,1,46811
468,2,4681,3.16666666666667,1,0,46812
468,1,4682,1.33333333333333,0,1,46821
468,2,4682,2.16666666666667,1,0,46822
468,1,4683,2.33333333333333,0,1,46831
468,2,4683,3,1,0,46832
469,1,4691,2.83333333333333,0,1,46911
469,2,4691,1.5,1,0,46912
469,1,4692,2.33333333333333,0,1,46921
469,2,4692,1,1,0,46922
469,1,4693,3,0,1,46931
469,2,4693,1.5,1,0,46932
470,1,4701,1.16666666666667,0,1,47011
470,2,4701,1,1,0,47012
470,1,4702,2.33333333333333,0,1,47021
470,2,4702,1.33333333333333,1,0,47022
470,1,4703,2.16666666666667,0,1,47031
470,2,4703,1,1,0,47032
472,1,4721,1,0,1,47211
472,2,4721,1.5,1,0,47212
472,1,4722,1.33333333333333,0,1,47221
472,2,4722,1.66666666666667,1,0,47222
472,1,4723,1,0,1,47231
472,2,4723,1,1,0,47232
473,1,4731,2.83333333333333,0,1,47311
473,2,4731,3,1,0,47312
473,1,4732,1.5,0,1,47321
473,2,4732,1,1,0,47322
473,1,4733,2.33333333333333,0,1,47331
473,2,4733,1.16666666666667,1,0,47332
474,1,4741,1.5,0,1,47411
474,2,4741,1.83333333333333,1,0,47412
474,1,4742,1.66666666666667,0,1,47421
474,2,4742,1,1,0,47422
474,1,4743,1.5,0,1,47431
474,2,4743,1,1,0,47432
475,1,4751,4,0,1,47511
475,2,4751,2.5,1,0,47512
475,1,4752,1,0,1,47521
475,2,4752,2.66666666666667,1,0,47522
475,1,4753,1,0,1,47531
475,2,4753,1,1,0,47532
476,1,4761,1,0,1,47611
476,2,4761,1.16666666666667,1,0,47612
476,1,4762,1.83333333333333,0,1,47621
476,2,4762,1,1,0,47622
476,1,4763,2.66666666666667,0,1,47631
476,2,4763,2.16666666666667,1,0,47632
478,1,4781,3.5,0,1,47811
478,2,4781,3.66666666666667,1,0,47812
478,1,4782,1.16666666666667,0,1,47821
478,2,4782,2,1,0,47822
478,1,4783,4,0,1,47831
478,2,4783,1.16666666666667,1,0,47832
481,1,4811,1,0,1,48111
481,2,4811,1,1,0,48112
481,1,4812,1,0,1,48121
481,2,4812,1.33333333333333,1,0,48122
481,1,4813,2.16666666666667,0,1,48131
481,2,4813,1.5,1,0,48132
482,1,4821,1.66666666666667,0,1,48211
482,2,4821,3.16666666666667,1,0,48212
482,1,4822,1.83333333333333,0,1,48221
482,2,4822,1,1,0,48222
482,1,4823,1,0,1,48231
482,2,4823,1.5,1,0,48232
484,1,4841,2,0,1,48411
484,2,4841,2.16666666666667,1,0,48412
484,1,4842,2,0,1,48421
484,2,4842,3.33333333333333,1,0,48422
484,1,4843,2,0,1,48431
484,2,4843,1.33333333333333,1,0,48432
485,1,4851,2,0,1,48511
485,2,4851,1,1,0,48512
485,1,4852,2.16666666666667,0,1,48521
485,2,4852,1,1,0,48522
485,1,4853,2.33333333333333,0,1,48531
485,2,4853,2.16666666666667,1,0,48532
486,1,4861,3.5,0,1,48611
486,2,4861,2.66666666666667,1,0,48612
486,1,4862,3.33333333333333,0,1,48621
486,2,4862,2.66666666666667,1,0,48622
486,1,4863,2.33333333333333,0,1,48631
486,2,4863,2.89508928571429,1,0,48632
487,1,4871,1.66666666666667,0,1,48711
487,2,4871,2.33333333333333,1,0,48712
487,1,4872,1.53807471264368,0,1,48721
487,2,4872,1.66666666666667,1,0,48722
487,1,4873,1.33333333333333,0,1,48731
487,2,4873,2.66666666666667,1,0,48732
488,1,4881,1,0,1,48811
488,2,4881,1,1,0,48812
488,1,4882,1,0,1,48821
488,2,4882,1,1,0,48822
488,1,4883,1.16666666666667,0,1,48831
488,2,4883,1,1,0,48832
489,1,4891,1,0,1,48911
489,2,4891,4,1,0,48912
489,1,4892,1.16666666666667,0,1,48921
489,2,4892,1.66666666666667,1,0,48922
489,1,4893,1.5,0,1,48931
489,2,4893,1.16666666666667,1,0,48932
491,1,4911,1,0,1,49111
491,2,4911,1.66666666666667,1,0,49112
491,1,4912,1.33333333333333,0,1,49121
491,2,4912,1.66666666666667,1,0,49122
491,1,4913,2.16666666666667,0,1,49131
491,2,4913,1.33333333333333,1,0,49132
494,1,4941,2,0,1,49411
494,2,4941,2.5,1,0,49412
494,1,4942,1.66666666666667,0,1,49421
494,2,4942,2,1,0,49422
494,1,4943,1.83333333333333,0,1,49431
494,2,4943,1.5,1,0,49432
496,1,4961,2.33333333333333,0,1,49611
496,2,4961,2.5,1,0,49612
496,1,4962,2.16666666666667,0,1,49621
496,2,4962,1,1,0,49622
496,1,4963,1.83333333333333,0,1,49631
496,2,4963,3.83333333333333,1,0,49632
497,1,4971,1,0,1,49711
497,2,4971,2.16666666666667,1,0,49712
497,1,4972,2.83333333333333,0,1,49721
497,2,4972,1.5,1,0,49722
497,1,4973,1.66666666666667,0,1,49731
497,2,4973,1.83333333333333,1,0,49732
498,1,4981,1,0,1,49811
498,2,4981,1.83333333333333,1,0,49812
498,1,4982,2.33333333333333,0,1,49821
498,2,4982,1,1,0,49822
498,1,4983,2.66666666666667,0,1,49831
498,2,4983,1.5,1,0,49832
503,1,5031,2.5,0,1,50311
503,2,5031,2,1,0,50312
503,1,5032,1,0,1,50321
503,2,5032,1,1,0,50322
503,1,5033,1,0,1,50331
503,2,5033,1.16666666666667,1,0,50332
505,1,5051,3.5,0,1,50511
505,2,5051,2.16666666666667,1,0,50512
505,1,5052,3.83333333333333,0,1,50521
505,2,5052,3.66666666666667,1,0,50522
505,1,5053,1.66666666666667,0,1,50531
505,2,5053,3,1,0,50532
506,1,5061,2.16666666666667,0,1,50611
506,2,5061,4.16666666666667,1,0,50612
506,1,5062,2.33333333333333,0,1,50621
506,2,5062,2.83333333333333,1,0,50622
506,1,5063,1.33333333333333,0,1,50631
506,2,5063,2.5,1,0,50632
507,1,5071,1,0,1,50711
507,2,5071,1,1,0,50712
507,1,5072,3.33333333333333,0,1,50721
507,2,5072,2.83333333333333,1,0,50722
507,1,5073,3.16666666666667,0,1,50731
507,2,5073,2.33333333333333,1,0,50732
509,1,5091,1.66666666666667,0,1,50911
509,2,5091,1.66666666666667,1,0,50912
509,1,5092,3,0,1,50921
509,2,5092,1,1,0,50922
509,1,5093,4.16666666666667,0,1,50931
509,2,5093,2.16666666666667,1,0,50932
510,1,5101,1.83333333333333,0,1,51011
510,2,5101,1.5,1,0,51012
510,1,5102,1,0,1,51021
510,2,5102,1,1,0,51022
510,1,5103,1,0,1,51031
510,2,5103,2,1,0,51032
511,1,5111,1.16666666666667,0,1,51111
511,2,5111,2,1,0,51112
511,1,5112,1,0,1,51121
511,2,5112,1.16666666666667,1,0,51122
511,1,5113,1.66666666666667,0,1,51131
511,2,5113,1,1,0,51132
512,1,5121,1.5,0,1,51211
512,2,5121,1.33333333333333,1,0,51212
512,1,5122,2.16666666666667,0,1,51221
512,2,5122,1.5,1,0,51222
512,1,5123,1.16666666666667,0,1,51231
512,2,5123,1.26264880952381,1,0,51232
513,1,5131,1.16666666666667,0,1,51311
513,2,5131,1.33333333333333,1,0,51312
513,1,5132,1.16666666666667,0,1,51321
513,2,5132,1,1,0,51322
513,1,5133,1,0,1,51331
513,2,5133,2.66666666666667,1,0,51332
515,1,5151,1,0,1,51511
515,2,5151,2.83333333333333,1,0,51512
515,1,5152,1,0,1,51521
515,2,5152,1,1,0,51522
515,1,5153,2.83333333333333,0,1,51531
515,2,5153,2.16666666666667,1,0,51532
519,1,5191,2.83333333333333,0,1,51911
519,2,5191,3.33333333333333,1,0,51912
519,1,5192,1,0,1,51921
519,2,5192,1.16666666666667,1,0,51922
519,1,5193,1,0,1,51931
519,2,5193,1.16666666666667,1,0,51932
521,1,5211,3.66666666666667,0,1,52111
521,2,5211,2.5,1,0,52112
521,1,5212,2.16666666666667,0,1,52121
521,2,5212,2.92649199417758,1,0,52122
521,1,5213,1.16666666666667,0,1,52131
521,2,5213,1.49626307922272,1,0,52132
524,1,5241,4.33333333333333,0,1,52411
524,2,5241,2,1,0,52412
524,1,5242,2.66666666666667,0,1,52421
524,2,5242,2.5,1,0,52422
524,1,5243,1.66666666666667,0,1,52431
524,2,5243,2.33333333333333,1,0,52432
525,1,5251,1,0,1,52511
525,2,5251,1.66666666666667,1,0,52512
525,1,5252,2,0,1,52521
525,2,5252,1.16666666666667,1,0,52522
525,1,5253,1.66666666666667,0,1,52531
525,2,5253,2.66666666666667,1,0,52532
531,1,5311,3.16666666666667,0,1,53111
531,2,5311,2,1,0,53112
531,1,5312,2,0,1,53121
531,2,5312,2.83333333333333,1,0,53122
531,1,5313,1.5,0,1,53131
531,2,5313,2.16666666666667,1,0,53132
532,1,5321,1,0,1,53211
532,2,5321,1.66666666666667,1,0,53212
532,1,5322,1,0,1,53221
532,2,5322,1,1,0,53222
532,1,5323,1,0,1,53231
532,2,5323,1,1,0,53232
533,1,5331,2,0,1,53311
533,2,5331,4,1,0,53312
533,1,5332,2,0,1,53321
533,2,5332,2,1,0,53322
533,1,5333,2,0,1,53331
533,2,5333,2,1,0,53332
535,1,5351,1,0,1,53511
535,2,5351,1,1,0,53512
535,1,5352,1,0,1,53521
535,2,5352,1.16666666666667,1,0,53522
535,1,5353,1.66666666666667,0,1,53531
535,2,5353,2,1,0,53532
